turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name
61,resign,white,fliabergo,1901,mobin1388,1827,C00,French Defense: Knight Variation
83,resign,white,samaraman,1791,mobin1388,1803,C00,French Defense: Knight Variation
71,resign,white,mobin1388,1792,bernec,1788,D50,Queen's Gambit Declined: Modern Variation
77,resign,white,mobin1388,1780,riki2,1808,D20,Queen's Gambit Accepted: Saduleto Variation
97,draw,draw,alex_cos,1456,mobin1388,1789,C00,French Defense: Steinitz Attack
156,outoftime,black,mobin1388,1802,jojack,1740,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
69,mate,white,miro61,2031,mobin1388,1807,D02,Queen's Pawn Game: Chigorin Variation
77,resign,white,storm_100,2182,mobin1388,1809,C01,French Defense: Exchange Variation
65,resign,white,shayanaghaie,2062,mobin1388,1814,A40,Horwitz Defense
76,mate,black,mobin1388,1828,kaji_djagal,1697,D02,Queen's Pawn Game: Zukertort Variation
29,resign,white,mobin1388,1821,lightweight09,1699,E90,King's Indian Defense: Normal Variation |  Rare Defenses
66,mate,black,shakailham,1915,mobin1388,1807,A03,Bird Opening: Dutch Variation
91,mate,white,mobin1388,1791,shakailham,1929,A85,Dutch Defense: Queen's Knight Variation
73,mate,white,shakailham,1922,mobin1388,1799,A02,Bird Opening
62,mate,black,mobin1388,1810,dmitriy_pskov,1817,D02,Queen's Pawn Game: Chigorin Variation
105,resign,black,jorge61gelp,1822,mobin1388,1798,A00,Polish Opening
75,resign,white,mobin1388,1784,gilbertooliveira78,1871,A20,English Opening: King's English Variation
98,resign,black,mobin1388,1788,arian95,2059,D02,Queen's Pawn Game: Symmetrical Variation
72,resign,black,raspoutine250,1461,mobin1388,1785,D02,Queen's Pawn Game: Zukertort Variation
62,resign,black,cliward132,1094,garrigal439,1047,C55,Italian Game: Anti-Fried Liver Defense
54,resign,black,cliward132,1104,brelan,1280,A01,Nimzo-Larsen Attack: Modern Variation #3
66,resign,white,rodrigobrugger,1633,cliward132,1106,A04,Zukertort Opening: Queenside Fianchetto Variation
37,resign,white,bosi01,1506,cliward132,1109,A01,Nimzo-Larsen Attack
29,resign,black,cliward132,1109,briguy86,1227,C00,French Defense: Knight Variation
55,resign,white,fonbender,1709,cliward132,1117,C00,French Defense: Normal Variation
48,draw,draw,truscas,1302,cliward132,1116,A00,Polish Opening
73,resign,white,cliward132,1084,gtrsknkrt,1370,D10,Slav Defense
39,mate,white,hazba86,1732,cliward132,1085,C00,French Defense: Knight Variation
49,mate,white,ic1moveahead,2022,cliward132,1085,D02,Queen's Pawn Game: Chigorin Variation
48,mate,black,cliward132,1086,alireza_khamseh,1774,D12,Slav Defense: Quiet Variation |  Pin Defense
79,mate,white,strudel,1651,cliward132,1087,C29,Vienna Game: Vienna Gambit |  Main Line
9,resign,white,bharatt,1319,cliward132,1096,A00,Van't Kruijs Opening
51,resign,white,somo,1683,cliward132,1097,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation
33,outoftime,white,cliward132,1080,momo314,1047,A40,English Defense #2
94,resign,black,cliward132,1092,mimelam,1247,C20,King's Pawn Game: Wayward Queen Attack
47,resign,white,cymon,1707,cliward132,1093,C02,French Defense: Advance Variation #3
27,resign,white,iruivo,1425,cliward132,1099,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation
11,resign,black,cliward132,1121,bionivek,1105,C20,King's Pawn Game: Wayward Queen Attack
70,resign,black,cliward132,1121,martinpopote,1501,C20,King's Pawn Game: Wayward Queen Attack
60,resign,black,cliward132,1126,campelovisc,1483,C00,French Defense: Queen's Knight
27,resign,white,papalock,1778,cliward132,1126,C00,French Defense: Knight Variation
50,draw,draw,ramy11,1186,cliward132,1126,A00,Van't Kruijs Opening
73,resign,white,hans769,1476,cliward132,1131,C01,French Defense: Exchange Variation
21,resign,white,idrante,1884,cliward132,1131,C01,French Defense: Exchange Variation
39,resign,white,sebastiatamarit,1494,cliward132,1137,C00,French Defense: La Bourdonnais Variation
45,mate,white,siindbad,2335,grigorich,2262,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation
110,resign,black,grigorich,2271,siindbad,2322,C64,Ruy Lopez: Classical Variation |  Zukertort Gambit
45,resign,white,siindbad,2307,grigorich,2280,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
40,resign,black,grigorich,2291,siindbad,2290,D32,Tarrasch Defense: Two Knights Variation
77,resign,white,siindbad,2269,walkerbxd,2347,C01,French Defense: Exchange Variation
47,resign,white,siindbad,2247,malitamaro,2323,A04,Reti Opening #2
45,resign,white,siindbad,2235,handenursa,2118,D46,Semi-Slav Defense: Chigorin Defense
40,resign,black,handenursa,2126,siindbad,2221,C47,Four Knights Game: Scotch Variation Accepted
41,resign,white,siindbad,2202,rd98,2234,B45,Sicilian Defense: Paulsen Variation |  Normal Variation
48,resign,black,millmead,2193,siindbad,2181,A20,English Opening: King's English Variation
62,outoftime,black,jonnyturgi,2204,siindbad,2157,E16,Queen's Indian Defense: Capablanca Variation
46,outoftime,black,rezadianati,2120,siindbad,2135,C05,French Defense: Tarrasch Variation |  Closed Variation
31,mate,white,siindbad,2135,suziernesti,1151,A44,Semi-Bononi
38,mate,black,suziernesti,1151,siindbad,2135,A00,Kadas Opening
34,mate,black,ipotekamd,1586,siindbad,2133,B03,Alekhine Defense: Balogh Variation
22,mate,black,neelsg,1635,siindbad,2131,C00,French Defense: Steinitz Attack
92,resign,black,svyazist1980_36,1967,siindbad,2116,B18,Caro-Kann Defense: Classical Variation |  Main Line
65,resign,white,siindbad,2080,sodel,2278,D53,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O
53,outoftime,white,siindbad,2070,miguelhermoz,1821,C10,French Defense: Paulsen Variation
22,resign,black,thejoker132,1791,siindbad,2060,B01,Scandinavian Defense: Panov Transfer
68,mate,black,pertrossiann,2043,siindbad,2032,B01,Scandinavian Defense: Main Line |  Mieses Variation
57,outoftime,white,siindbad,2016,miguelhermoz,1839,B10,Caro-Kann Defense: Two Knights Attack
52,resign,white,siindbad,1989,chileno1,1945,C03,French Defense: Tarrasch Variation
49,resign,white,siindbad,1943,oldman25,2091,D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation
51,resign,white,siindbad,1909,boipeba,1887,B15,Caro-Kann Defense: Tartakower Variation
20,resign,black,adonaiadan,1729,siindbad,1886,A52,Budapest Defense: Adler Variation
137,outoftime,white,jdimojc,1627,ihsan71,1627,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation
46,resign,black,jdimojc,1657,martinfoxdale,1638,B30,Sicilian Defense: Old Sicilian
39,resign,white,meadowsky,1970,jdimojc,1666,B07,Pirc Defense #2
76,outoftime,black,tarantint,1696,jdimojc,1629,A41,Queen's Pawn
126,resign,black,jdimojc,1669,wazbi,1792,B06,Modern Defense
66,mate,black,jdimojc,1714,kiumars,1676,B01,Scandinavian Defense: Mieses-Kotroc Variation
106,draw,draw,jdimojc,1744,gustavobueno24,1440,C60,Ruy Lopez
112,resign,black,xeltamvp,1573,jdimojc,1715,B07,Rat Defense: Antal Defense
46,resign,black,black_slonik,1472,jdimojc,1691,A41,Queen's Pawn
134,mate,black,jdimojc,1787,batdk59,1533,B01,Scandinavian Defense: Mieses-Kotroc Variation
80,outoftime,black,ch111,1550,jdimojc,1755,A41,Old Indian Defense
47,draw,draw,jdimojc,1757,trombler,1748,C57,Italian Game: Two Knights Defense |  Ulvestad Variation
88,resign,black,vega2015,1840,jdimojc,1606,A41,Queen's Pawn
45,resign,black,sean-healy,1589,jdimojc,1444,B07,Pirc Defense #4
76,outoftime,black,jdimojc,1545,danseptinusjimb,1684,C50,Italian Game: Hungarian Defense
43,mate,white,jdimojc,1500,knightstand,1081,C42,Russian Game: Damiano Variation
43,resign,white,kerboodle,2422,iamthebest10,2324,C45,Scotch Game: Mieses Variation
64,resign,black,chesspirate421,2458,kerboodle,2424,C81,Ruy Lopez: Open Variations |  Howell Attack #2
39,resign,white,kerboodle,2415,rainmaker_93,2331,C80,Ruy Lopez: Open Variations |  Riga Variation
50,resign,black,edo999_82,2420,kerboodle,2404,A58,Benko Gambit Accepted |  Fully Accepted Variation
150,resign,black,lexisvar,2513,kerboodle,2383,B07,Pirc Defense #4
96,outoftime,black,falkenauge,2469,kerboodle,2369,B06,Modern Defense: Two Knights Variation |  Suttles Variation
136,draw,draw,flavio2014,2220,kerboodle,2374,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation
71,resign,white,kerboodle,2367,kurzeme,2234,E54,Nimzo-Indian Defense: Panov Attack |  Main Line
86,outoftime,black,kurzeme,2249,kerboodle,2359,E53,Nimzo-Indian Defense: Normal Variation |  Gligoric System
55,resign,black,lerose,2324,kerboodle,2349,B25,Sicilian Defense: Closed Variation |  Traditional
28,resign,black,firas101,2226,kerboodle,2342,C16,French Defense: Winawer Variation |  Advance Variation
83,resign,white,kerboodle,2331,sorcel,2336,A57,Benko Gambit Declined |  Quiet Line
117,resign,white,liv1990,2203,kerboodle,2346,C67,Ruy Lopez: Berlin Defense |  l'Hermet Variation
95,outoftime,white,kerboodle,2338,douiche,2272,E73,King's Indian Defense: Averbakh Variation |  Flexible Defense
98,resign,black,kerboodle,2347,sitaikuku,2394,A40,Englund Gambit
120,resign,black,kerboodle,2355,chesskm8,2449,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3
107,outoftime,white,margune,1817,viridian_mantis,1798,C46,Four Knights Game: Italian Variation
154,mate,black,thebifurcator,1645,vanquil,1737,B30,Sicilian Defense: Old Sicilian
48,mate,black,tomasz77,1641,vanquil,1726,B20,Sicilian Defense: Bowdler Attack
38,resign,black,vanquil,1726,djd38,1653,A42,Sicilian Defense: Hyperaccelerated Fianchetto
16,resign,white,maks31,1592,bilel16,1500,C00,French Defense: Knight Variation
44,resign,black,bosko1,1587,maks31,1519,C22,Center Game: Normal Variation
36,mate,black,maks31,1547,mavericks,1801,C64,Ruy Lopez: Classical Variation
59,resign,white,anatolii76,1678,maks31,1618,C30,King's Gambit Declined |  Petrov's Defense
20,resign,black,maks31,1674,vadik1810,1862,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation
3,resign,white,maks31,1430,cuerosky,2173,C40,King's Knight Opening
54,draw,draw,maks31,1430,translator_ru_ro,1618,B01,Scandinavian Defense: Main Line
42,mate,black,maks31,1500,littlerose,1810,C62,Ruy Lopez: Steinitz Defense
21,resign,white,chess_guru_99,1257,cboss446,1042,B01,Scandinavian Defense
46,resign,white,cboss446,971,empedocle1,1153,C21,Center Game
23,resign,white,masmaruc,1214,cboss446,994,B01,Scandinavian Defense: Mieses-Kotroc Variation
55,mate,white,berguenlouis,1748,cboss446,996,D30,Queen's Gambit Declined
63,mate,white,colorlace,1127,cboss446,1193,B01,Scandinavian Defense
90,mate,black,cboss446,1193,abondano,1319,C44,King's Knight Opening: Normal Variation
24,mate,black,dikietv,1244,cedley1969,1394,C20,Portuguese Opening
91,resign,white,cedley1969,1386,dikietv,1352,C20,King's Pawn Game: Leonardis Variation
33,mate,white,profeblanco,1559,dikietv,1500,C30,King's Gambit Declined: Keene's Defense #2
77,resign,white,kferapont,2131,trexchess,2103,B32,Sicilian Defense: Kalashnikov Variation
91,outoftime,white,trexchess,2095,eskipur,1991,A20,English Opening: King's English Variation
125,mate,white,trexchess,2088,dolfi,1974,A20,English Opening: King's English Variation
41,mate,white,amayak,2247,trexchess,2094,B20,Sicilian Defense: Wing Gambit |  Carlsbad Variation
118,mate,black,stevenemily,1453,loveotsuu,1380,C46,Three Knights Opening
49,mate,white,stevenemily,1446,aerosolpaint,1317,C46,Four Knights Game: Italian Variation
64,resign,black,stevenemily,1459,enprise2,1392,C41,Philidor Defense #2
42,mate,black,tcmfan,1434,stevenemily,1449,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
35,mate,white,lance5500,2621,stevenemily,1449,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
67,resign,white,vanduongkhach,1816,ranchowangdu,1409,B81,Sicilian Defense: Scheveningen Variation |  Keres Attack
63,resign,white,vanduongkhach,1757,ranchowangdu,1500,B94,Sicilian Defense: Najdorf Variation
71,resign,white,vanduongkhach,1757,ranchowangdu,1500,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation
26,outoftime,black,ranchowangdu,1500,tomminator,1901,A22,English Opening: King's English Variation |  Two Knights Variation
19,outoftime,white,ranchowangdu,1500,queennerd,1161,A20,English Opening: King's English Variation
1,outoftime,white,ranchowangdu,1500,justicebot,2723,B00,King's Pawn
42,outoftime,black,ranchowangdu,1500,sammyrainbow,1937,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation
32,outoftime,black,ranchowangdu,1500,boseayan,2021,C89,Ruy Lopez: Marshall Attack |  Modern Main Line
24,outoftime,black,ranchowangdu,1500,awesome_aza,1477,A21,English Opening: King's English Variation |  Reversed Sicilian
53,resign,white,ranchowangdu,1500,pchelolov,1442,A30,English Opening: Symmetrical Variation
89,resign,white,ranchowangdu,1500,rehmi,1849,A17,English Opening: Anglo-Indian Defense |  Anti-Anti-Gruenfeld
43,resign,white,ranchowangdu,1500,jaakkot,1710,A20,English Opening: King's English Variation
85,resign,white,ranchowangdu,1500,gannet,2047,A35,English Opening: Symmetrical Variation |  Two Knights Variation
76,draw,draw,ranchowangdu,1500,neikos,1989,A22,English Opening: King's English Variation |  Two Knights Variation
51,resign,white,ranchowangdu,1500,sanpenko,2117,A10,English Opening: Great Snake Variation
139,draw,draw,ranchowangdu,1500,matemaatiikkabrah,1500,E91,King's Indian Defense: Orthodox Variation
78,resign,white,ranchowangdu,1500,bakispaki,1535,A16,English Opening: Anglo-Gruenfeld Defense
75,resign,white,ranchowangdu,1500,diovinn,2080,D87,Gruenfeld Defense: Exchange Variation |  Spassky Variation
89,resign,white,ranchowangdu,1500,vanitasmarilyn,2054,A17,English Opening: Anglo-Indian Defense |  Hedgehog System
94,draw,draw,ranchowangdu,1500,triplek,2081,E92,King's Indian Defense: Petrosian Variation |  Stein Defense
72,draw,draw,franco2000,2070,ranchowangdu,1500,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack
72,resign,black,neikos,1916,ranchowangdu,1500,D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation
34,resign,black,hekonen,1500,ranchowangdu,1500,B80,Sicilian Defense: Scheveningen Variation |  English Attack #2
134,draw,draw,bason,1656,ranchowangdu,1500,B84,Sicilian Defense: Scheveningen Variation |  Classical Variation
64,resign,black,dementeddolphin,1557,ranchowangdu,1500,B50,Sicilian Defense
28,resign,white,ranchowangdu,1500,pierreuh,1615,A10,English Opening: Anglo-Dutch Defense
80,resign,white,ranchowangdu,1500,o-yaseru,1679,A20,English Opening: King's English Variation
53,resign,white,ranchowangdu,1500,sheepnl,2122,A13,English Opening: Agincourt Defense
45,mate,white,ranchowangdu,1500,learn-chess,1259,A10,English Opening: Anglo-Scandinavian Defense
70,resign,white,ranchowangdu,1500,seanysean,2003,A20,English Opening: King's English Variation
47,outoftime,white,ranchowangdu,1500,diegosgm,1758,A20,English Opening: King's English Variation
59,resign,white,ranchowangdu,1500,kphs-rapid,1960,A10,English Opening: Anglo-Dutch Defense
67,resign,white,ranchowangdu,1500,i2hi2play,1869,A35,English Opening: Symmetrical Variation |  Four Knights Variation
124,resign,white,ranchowangdu,1500,nobodyreally,2445,B54,Sicilian Defense: Prins Variation
73,mate,white,cuazar,1826,abeq,1851,B54,Sicilian Defense #2
110,resign,black,wilmar1,1854,cuazar,1814,B00,Nimzowitsch Defense |  Declined Variation
156,draw,draw,cuazar,1813,abcd1611,1834,C00,French Defense: Normal Variation
62,resign,black,azamat63,1828,cuazar,1801,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
21,resign,white,isaac1111,1900,cuazar,1810,D00,Queen's Pawn Game: Levitsky Attack
64,mate,black,cuazar,1819,isaac1111,1891,B00,Owen Defense
35,resign,white,isaac1111,1882,cuazar,1828,D00,Queen's Pawn Game: Levitsky Attack
75,resign,white,cuazar,1813,homssein,1940,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
23,resign,white,mrencer,2035,cuazar,1818,D00,Queen's Pawn Game: Steinitz Countergambit
55,resign,white,hussamref,1912,cuazar,1827,B20,Sicilian Defense: Bowdler Attack
9,resign,white,userx100,1227,jccz,1204,C34,King's Gambit Accepted |  King's Knight Gambit
38,resign,white,diegocastroa,1253,userx100,1236,B10,Caro-Kann Defense
100,resign,black,userx100,1245,gonzacoll,1294,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation
60,mate,black,ayan4you,1234,userx100,1235,B10,Caro-Kann Defense
57,mate,white,alba92,1254,userx100,1245,C26,Vienna Game: Falkbeer Variation
137,mate,white,bollard,1277,userx100,1255,C44,Scotch Game
132,resign,black,userx100,1265,bollard,1267,B25,Sicilian Defense: Closed Variation |  Traditional
58,resign,black,userx100,1275,henrique17,1286,B01,Scandinavian Defense
102,resign,white,mirco25,1256,userx100,1286,D00,Queen's Pawn Game #3
22,resign,black,userx100,1298,mirco25,1244,B01,Scandinavian Defense
67,mate,white,joseangelcr,1231,userx100,1311,B10,Caro-Kann Defense
60,mate,black,orho,1291,userx100,1301,B10,Caro-Kann Defense
55,mate,white,userx100,1290,krinst,1290,C30,King's Gambit Declined: Keene's Defense #2
112,mate,black,userx100,1300,karamazov7,1319,B23,Sicilian Defense: Closed Variation
53,mate,white,sinister303,1345,userx100,1310,B18,Caro-Kann Defense: Classical Variation
58,resign,white,gonzalo8a05,1330,userx100,1320,C44,Scotch Game
11,resign,white,userx100,1309,luisperez666,1314,C30,King's Gambit Declined: Keene's Defense #2
101,mate,white,userx100,1298,rolo90,1369,C28,Vienna Game: Vienna Gambit
39,mate,white,rolo90,1306,userx100,1307,C20,Portuguese Opening
28,mate,black,userx100,1318,georgebaker,1318,B01,Scandinavian Defense
89,resign,white,nvz1000,1378,userx100,1326,D06,Queen's Gambit Refused: Marshall Defense
101,resign,black,userx100,1336,nvz1000,1355,C30,King's Gambit
45,mate,white,stojan17,1365,userx100,1345,C44,King's Knight Opening: Normal Variation
76,resign,black,userx100,1356,stojan17,1355,B00,Goldsmith Defense
136,resign,black,panoskoni,1315,userx100,1346,A50,Slav Indian
81,mate,white,falucho,1388,userx100,1356,C60,Ruy Lopez: Spanish Countergambit
63,resign,white,cebri101,1335,userx100,1333,B12,Caro-Kann Defense: Advance Variation |  Short Variation
37,mate,white,userx100,1325,emaddy,1262,B21,Sicilian Defense: Smith-Morra Gambit #2
61,mate,white,userx100,1316,gachomp,1282,C34,King's Gambit Accepted |  Schallopp Defense
137,draw,draw,crunchyslime,1312,userx100,1316,D10,Slav Defense
86,resign,black,praveenhudgi,1277,userx100,1306,B12,Caro-Kann Defense: Advance Variation
17,resign,black,bripage511,1244,userx100,1297,D10,Slav Defense #3
45,resign,white,userx100,1288,bripage511,1254,B01,Scandinavian Defense
96,outoftime,black,sinral,1346,userx100,1276,B10,Caro-Kann Defense
37,resign,white,drawmeister2015,2013,jopeshdamaster,1773,B54,Sicilian Defense
57,mate,white,tareed,2105,jopeshdamaster,1806,D35,Queen's Gambit Declined: Normal Defense
46,resign,black,jopeshdamaster,1836,pankr,1741,C45,Scotch Game
128,mate,black,jopeshdamaster,1858,bigiggye,1903,A00,Hungarian Opening: Slav Formation
14,resign,black,dima3,1793,brahim333,2131,C02,French Defense: Advance Variation |  Paulsen Attack
23,mate,white,quercusilex,1754,brahim333,2131,C00,French Defense: Knight Variation
46,resign,black,zeppo,1596,brahim333,2131,E20,Nimzo-Indian Defense
77,resign,black,hadzo,1236,brahim333,2131,B12,Caro-Kann Defense: Advance Variation
73,resign,white,mas201414,2135,carrotsbecause,1980,B98,Sicilian Defense: Najdorf Variation
71,mate,white,maxi_puan,1540,carrotsbecause,2025,B20,Sicilian Defense: Staunton-Cochrane Variation
51,resign,white,mvresh,1709,bradax,1703,A00,Hungarian Opening
29,resign,white,cnopm,1707,marcinkonopczynski,1542,C20,King's Pawn Game: Napoleon Attack
70,mate,black,mbodean,1127,cnopm,1707,C43,Russian Game: Modern Attack |  Symmetrical Variation #2
107,mate,white,cnopm,1699,fritz-spg,1366,B02,Alekhine Defense
59,mate,white,cnopm,1679,ffan,1517,C00,French Defense: Steinitz Attack
89,resign,white,cnopm,1645,javinator80,1411,B01,Scandinavian Defense: Main Line
50,mate,black,javinator80,1416,cnopm,1625,C22,Center Game: Normal Variation
88,outoftime,black,balajenh,1500,cnopm,1625,C40,King's Pawn Game: McConnell Defense
43,resign,white,cnopm,1625,flash8991,1500,C20,King's Pawn Game: Napoleon Attack
23,mate,white,cnopm,1618,drughi-25,1136,B20,Sicilian Defense
63,resign,white,cnopm,1618,cngrms,1500,C20,King's Pawn Game: Napoleon Attack
96,resign,black,cnopm,1688,mrmanish1,1485,C22,Center Game: Paulsen Attack Variation
58,mate,black,fulcu2016,1344,cnopm,1648,C20,English Opening: The Whale
85,resign,white,cnopm,1639,zicnk,1203,B02,Alekhine Defense
61,mate,white,mazyulka,1379,cnopm,1746,C23,Bishop's Opening
65,mate,white,cnopm,1697,enoodeon,1606,C20,King's Pawn Game: Napoleon Attack
58,mate,black,cnopm,1763,alex7kr_ru,1816,C20,King's Pawn Game: Napoleon Attack
83,mate,white,cnopm,1621,teniente,1475,C20,King's Pawn Game: Napoleon Attack
45,resign,white,cnopm,1500,juliancito_1024,1371,C20,King's Pawn Game: Napoleon Attack
10,resign,white,pto,1657,zoerichi,1033,A40,Queen's Pawn
60,mate,black,zoerichi,1033,elpidio,1500,A06,Reti Opening
10,resign,black,zoerichi,1035,grandchat,1603,A00,Ware Opening
56,mate,black,zoerichi,1036,jorgelander,1653,A06,Reti Opening
77,mate,white,jorgelander,1652,zoerichi,1038,B00,King's Pawn Game: Nimzowitsch Defense
81,mate,white,turkarmy,1359,zoerichi,1044,B02,Alekhine Defense: Maroczy Variation
36,mate,black,zoerichi,1051,turkarmy,1356,A00,Van Geet Opening
18,draw,draw,zoerichi,1051,maximus_2000,1257,A04,Zukertort Opening: Ross Gambit
39,mate,white,maximus_2000,1257,zoerichi,1051,B00,Nimzowitsch Defense |  Declined Variation
29,draw,draw,zoerichi,1051,maximus_2000,1257,A04,Zukertort Opening: Ross Gambit
11,mate,white,salvador7943,1598,zoerichi,1053,B02,Alekhine Defense
50,mate,black,zoerichi,1062,hechicero-419,1322,A04,Zukertort Opening: Kingside Fianchetto
50,mate,black,zoerichi,1025,idiot_chessplayer,1579,A04,Reti Opening #2
23,resign,white,capper90,1331,zoerichi,1025,C20,King's Pawn Game: Leonardis Variation
6,draw,draw,zoerichi,1025,azredrider,1734,A00,Van Geet Opening
59,resign,white,whiskey4blood,1470,zoerichi,1029,D06,Queen's Gambit Refused: Austrian Defense
10,outoftime,black,zoerichi,1035,leon1,1401,A06,Reti Opening
41,resign,white,tompas,1470,zoerichi,1039,C20,King's Pawn Game: Wayward Queen Attack
9,resign,black,zoerichi,1041,teddy1984,1600,A00,Crab Opening
4,outoftime,black,zalupa_konya,1156,zoerichi,1005,C20,King's Pawn Game: Napoleon Attack
20,mate,black,zoerichi,1006,boulogne-sur-mer,1679,A00,Polish Opening
6,draw,draw,jendress,1414,zoerichi,983,C20,King's Pawn Game: Leonardis Variation
35,resign,white,patamdar,1256,zoerichi,937,D00,Queen's Pawn Game
18,resign,black,zoerichi,946,patamdar,1250,A06,Zukertort Opening: Reversed Mexican Defense
87,resign,white,knight_knemesis,1418,fox26666,1264,D00,Queen's Pawn Game
63,resign,white,pepin1942,1621,fox26666,1268,C01,French Defense: Exchange Variation
51,mate,white,pouriya72,1330,fox26666,1272,C26,Vienna Game: Falkbeer Variation
66,resign,black,fox26666,1277,temuji,1550,B00,St. George Defense
157,mate,white,temuji,1546,fox26666,1282,C20,King's Pawn Game: Wayward Queen Attack
35,resign,white,fox26666,1259,hefer,1472,C46,Four Knights Game: Italian Variation
71,resign,white,hefer,1467,fox26666,1267,C20,King's Pawn Game: Mengarini's Opening
113,resign,white,miguel_guerra1977,1573,fox26666,1271,C20,King's Pawn Game: Wayward Queen Attack
9,mate,white,miguel_guerra1977,1569,fox26666,1276,C20,King's Pawn Game: Wayward Queen Attack
26,resign,black,fox26666,1279,grigoriy-66,1696,B23,Sicilian Defense: Closed Variation
33,mate,white,apchess,1340,fox26666,1293,C20,King's Pawn Game: Macleod Attack
50,mate,black,fox26666,1294,swaltersson,1804,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
39,mate,white,swaltersson,1802,fox26666,1296,C20,Bishop's Opening: Boi Variation
30,resign,black,fox26666,1298,swaltersson,1800,C50,Four Knights Game: Italian Variation
39,mate,white,jordan-marbun,1861,fox26666,1299,D02,Queen's Pawn Game: Chigorin Variation
89,resign,white,walacasita,1268,fox26666,1316,C50,Giuoco Piano
23,mate,white,viniciusalves,1347,fox26666,1331,A09,Reti Opening: Reti Accepted
65,resign,white,knight_knemesis,1418,fox26666,1331,A40,Englund Gambit
67,resign,black,fox26666,1340,ctnasln,1511,C44,Ponziani Opening: Jaenisch Counterattack
18,resign,white,fox26666,1325,demirci12,1500,A00,Van't Kruijs Opening
53,outoftime,white,jhcirog,1455,fox26666,1336,A00,Hungarian Opening: Sicilian Invitation
51,outoftime,white,kula69,1609,xxofficialmasterxx,1866,A22,English Opening: King's English Variation |  Two Knights Variation
47,mate,white,hammerheart,1760,xxofficialmasterxx,1866,B94,Sicilian Defense: Najdorf Variation
30,resign,white,xxofficialmasterxx,1866,bouzigouloum,1729,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
49,resign,black,pataclef,1563,xxofficialmasterxx,1866,D44,Semi-Slav Defense: Anti-Moscow Gambit
2,resign,white,xxofficialmasterxx,1866,torturana,1500,C20,King's Pawn Game
3,resign,black,torturana,1500,xxofficialmasterxx,1866,B27,Sicilian Defense
39,resign,white,xxofficialmasterxx,1866,djnacar,1510,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation
38,resign,black,xxofficialmasterxx,1866,basaew,1466,C41,Philidor Defense
94,mate,black,mredes,1407,xxofficialmasterxx,1866,D00,Queen's Pawn Game #3
94,resign,black,caladunum,1614,xxofficialmasterxx,1866,A00,Mieses Opening
9,resign,white,xxofficialmasterxx,1866,flotten,1556,B50,Sicilian Defense: Delayed Alapin
30,mate,black,discomed,1500,xxofficialmasterxx,1866,B20,Sicilian Defense: Kronberger Variation
19,mate,white,xxofficialmasterxx,1866,discomed,1500,C40,King's Pawn Game: Damiano Defense
13,outoftime,white,xxofficialmasterxx,1866,krivovtv,1438,C55,Italian Game: Anti-Fried Liver Defense
33,outoftime,white,suleyman95,1500,xxofficialmasterxx,1866,D00,Queen's Pawn Game
81,mate,white,xxofficialmasterxx,1866,zeyadyasser,1500,C42,Petrov's Defense #2
28,mate,black,zeyadyasser,1500,xxofficialmasterxx,1866,B50,Sicilian Defense
56,outoftime,black,ismaelsilva,1706,xxofficialmasterxx,1866,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
69,resign,white,xxofficialmasterxx,1866,ya_boy_agent,2236,B40,Sicilian Defense: Delayed Alapin Variation
86,mate,black,ferna,1817,xxofficialmasterxx,1866,B50,Sicilian Defense
31,mate,white,xxofficialmasterxx,1866,dantediluvian,1514,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line
55,resign,white,karchess1516,2326,thegreatman06,1907,A13,English Opening: Agincourt Defense #2
20,resign,black,thegreatman06,1907,dariushbaz,1770,D02,Queen's Pawn Game: Symmetrical Variation
26,resign,black,thegreatman06,1922,tranh,1839,A40,English Defense #2
